,Unnamed: 4,Case,Disposition,Penalty,description,alcohol,parking,other,off duty,year
575,,2014-11630,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )","while off-duty, did wrongfully operate a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2014
576,,2014-11630,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )","while off-duty, refused to submit to a breath test.",True,False,False,False,2014
577,,2014-11630,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )","while off-duty, upon encountering a police check point failed to stop and proceeded through at a high rate of speed.",False,False,True,False,2014
578,,2016-15730,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (19 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, refused to submit to a breathalyzer test.",True,False,False,False,2016
579,,2016-15730,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (19 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully operated a motor vehicle northbound while traveling in the southbound lanes.",False,False,True,False,2016
580,,2016-15730,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (19 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully operated a motor vehicle while his ability to do so was impaired by the consumption of an intoxicant.",True,False,False,False,2016
581,,2016-15730,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (19 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully operated a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2016
582,,2010-124,GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (21 day(s) ), VACATION DAYS (30 day(s) )",failed to conduct a proper investigation regarding a motor vehicle accident.,False,False,True,False,2010
583,,2014-11602,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )","did fail to maintain a current new york state driver's license, as required.",False,False,True,False,2014
584,,2014-11602,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",did wrongfully and without just cause operate a vehicle that bore a delaware dealer license plate.,False,False,True,False,2014
585,,2014-11602,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",did wrongfully operate a vehicle which bore an improper arizona license plate which was not registered.,False,False,True,False,2014
586,,2014-11602,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )","did wrongfully operate a vehicle, which was uninspected.",False,False,True,False,2014
587,,2014-11602,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )","did wrongfully operate a vehicle, which was uninsured.",False,False,True,False,2014
588,,2014-11602,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )","did wrongfully operate a vehicle, which was unregistered.",False,False,True,False,2014
589,,2014-11602,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",police officer stored his vehicle on a private department parking lot without permission or authority to do so.,False,True,False,False,2014
590,,,GUILTY,"COUNSELING, DEDUCTION OF PENSIONABLE TIME, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, RESTITUTION ($204), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (60 day(s) )",operated a motor vehicle while his ability was impaired.,False,False,True,False,
591,,2017-17888,GUILTY,PRE-TRIAL SUSPENSION DAYS (31 day(s) ),"while off-duty,  failed to immediately identify himself as a member of service to on-duty members of service during to a motor vehicle investigation",False,False,True,False,2017
592,,2017-17888,GUILTY,PRE-TRIAL SUSPENSION DAYS (31 day(s) ),"while off-duty, said police officer acted in a non-compliant manner to on-duty members of service during to a motor vehicle investigation",False,False,True,False,2017
593,,2017-17510,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, VACATION DAYS (25 day(s) )","while  off-duty, was unfit for duty due to his consumption of alcohol.",True,False,False,False,2017
594,,2010-2058,GUILTY,VACATION DAYS (15 day(s) ),"while on duty, did take an rmp out of said officers assigned sector without police purpose or necessity.",False,False,True,False,2010
595,,2010-2086,GUILTY,VACATION DAYS (15 day(s) ),"while off-duty, having been involved in a police incident, did thereafter fail to promptly report the facts to his commanding officer, as required.",False,False,True,False,2010
596,,2010-1226,GUILTY,VACATION DAYS (20 day(s) ),allowed an individual known to the departmet to improperly duplicate his department parking plaque.,False,True,False,False,2010
597,,2016-16334,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )","said captain owned a personal vehicle, a bmw, which bore a license plate which was not registered to the aforementioned vehicle.",False,False,True,False,2016
598,,2016-16334,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",wrongfully and without just cause utilize a department vehicle for non-department purposes.,False,False,True,False,2016
599,,2018-19230,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, operated a motor vehicle while his ability to do so was impaired by the consumption of alcohol.",True,False,False,False,2018
600,,2018-19230,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, operated a motor vehicle while under the influence of alcohol.",True,False,False,False,2018
601,,2018-19230,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, refused to submit to a breathalyzer test.",True,False,False,False,2018
602,,2018-19230,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, was involved in a collision while operating a motor vehicle while under the influence of alcohol.",True,False,False,False,2018
603,,2018-19230,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, was unfit for duty due to his consumption of alcohol.",True,False,False,False,2018
604,,2016-16784,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )","having been notified to appear at a traffic violations bureau hearing, failed to appear resulting in the dismissal of two (2) summonses.",False,False,True,False,2016
605,,2017-17072,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )","drove/allowed a department vehicle to be used fro an unauthorized, personal purpose.",False,False,True,False,2017
606,,2015-14584,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (34 day(s) ), VACATION DAYS (6 day(s) )",operated a motor vehicle while his ability was impaired by alcohol.,True,False,False,False,2015
607,,2015-14584,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (34 day(s) ), VACATION DAYS (6 day(s) )",refused to submit to a breathalyzer test.,True,False,False,False,2015
608,,2015-14584,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (34 day(s) ), VACATION DAYS (6 day(s) )","while off-duty, operated a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2015
609,,2010-623,GUILTY,"COUNSELING, VACATION DAYS (25 day(s) )","after being involved in an unusual police occurrence, did fail and neglect to notify the operations unit.",False,False,True,False,2010
610,,2018-18419,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (14 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully operated a motor vehicle while his ability was impaired by consumption of alcohol.",True,False,False,False,2018
611,,2018-18419,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (14 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully operated a motor vehicle while his blood alcohol level was .18 of one per centum or more.",True,False,False,False,2018
612,,2018-18419,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (14 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully operated a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2018
613,,2010-2041,GUILTY,VACATION DAYS (20 day(s) ),failed and neglected to safeguard department restricted parking permit.,False,True,False,False,2010
614,,2010-2041,GUILTY,VACATION DAYS (20 day(s) ),wrongfully gave his new york city police department restricted parking permit to an unauthorized individual known to the department to laminate.,False,True,False,False,2010
615,,2018-19290,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, VACATION DAYS (30 day(s) )","after being involved in an off-duty incident, wrongfully failed to notify the operations unit in a timely fashion.",False,False,True,False,2018
616,,2014-11993,GUILTY,VACATION DAYS (15 day(s) ),failed to maintain a current new york state driver's license.,False,False,True,False,2014
617,,2015-14321,GUILTY,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) )",failed to notify operations of an off-duty incident.,False,False,True,False,2015
618,,2014-11711,GUILTY,VACATION DAYS (10 day(s) ),did wrongfully operate a department scooter.,False,False,True,False,2014
619,,2014-11711,GUILTY,VACATION DAYS (10 day(s) ),displayed her parking permit in her personal vehicle while parked in a no standing zone.,False,True,False,False,2014
620,,2018-19403,GUILTY,VACATION DAYS (20 day(s) ),"while off-duty, violated department of motor vehicle rules.",False,False,True,False,2018
621,,,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",failed to notify the radio dispatcher about a vehicle pursuit.,False,False,True,False,
622,,,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",improper vehicle pursuit.,False,False,True,False,
623,,2018-18803,GUILTY,"COUNSELING, DISMISSAL PROBATION (0 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (20 day(s) )",failed to maintain a valid new york state driver's license as required.,False,False,True,False,2018
624,,2018-18803,GUILTY,"COUNSELING, DISMISSAL PROBATION (0 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (20 day(s) )","failed to notify the new york state department of motor vehicles of said change within the required time period, and failed to timely update his residential information with the department as required.",False,False,True,False,2018
625,,2018-18803,GUILTY,"COUNSELING, DISMISSAL PROBATION (0 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (20 day(s) )","was in a vehicle collision involving the vehicle he was operating which resulted in property damage, and wrongfully left the scence of collision without stopping.",False,False,True,False,2018
626,,2018-18803,GUILTY,"COUNSELING, DISMISSAL PROBATION (0 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (20 day(s) )",was involved in a police incident and failed to notify the department's operations unit as required.,False,False,True,False,2018
627,,2018-18803,GUILTY,"COUNSELING, DISMISSAL PROBATION (0 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (20 day(s) )",was unfit for duty due to his consumption of alcohol.,True,False,False,False,2018
628,,2018-18803,GUILTY,"COUNSELING, DISMISSAL PROBATION (0 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (20 day(s) )",wrongfully operated a motor vehicle on a public highway while impaired by the consumption of alcohol.,True,False,False,False,2018
629,,2018-18803,GUILTY,"COUNSELING, DISMISSAL PROBATION (0 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (20 day(s) )",wrongfully operated a motor vehicle on a public highway while intoxicated.,False,False,True,False,2018
630,,,GUILTY,"COUNSELING, DISMISSAL PROBATION (0 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (20 day(s) )",failed to maintain a valid new york state driver<u+0092>s license as required.,False,False,True,False,
631,,2016-15947,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (25 day(s) )","while off-duty, refused to submit to a breathalyzer test.",True,False,False,False,2016
632,,2016-15947,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (25 day(s) )","while off-duty, wrongfully operated a motor vehicle while her ability to do so was impaired by the consumption of an intoxicant.",True,False,False,False,2016
633,,2016-15947,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (25 day(s) )","while off-duty, wrongfully operated a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2016
634,,2016-16741,GUILTY,VACATION DAYS (30 day(s) ),"while off-duty, wrongfully and without just cause operated a department vehicle without permission or authority to do so.",False,False,True,False,2016
635,,2018-18812,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) )",failed and neglected to remain at the scene and request the response of a patrol supervisor.,False,False,True,False,2018
636,,2016-15723,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully operated a motor vehicle while his ability was impaired by the consumption of alcohol.",True,False,False,False,2016
637,,2016-15723,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully operated a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2016
638,,2016-15723,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully refused to submit to a breathalyzer test.",True,False,False,False,2016
639,,2017-17486,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )","while off-duty,  said police officer  wrongfully was involved in a vehicle collision thereby causing damage to property",False,False,True,False,2017
640,,2017-17486,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, having been arrested for operating a motor vehicle while under the influence of an intoxicant, said police officer wrongfully refused to submit to a chemical breath test to determine his blood alcohol concentration",True,False,False,False,2017
641,,2017-17486,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, said police officer wrongfully operated a motor vehicle while under the influence of an intoxicant",True,False,False,False,2017
642,,2017-17486,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully operated a motor vehicle while his ability was impaired by the consumption of alcohol",True,False,False,False,2017
643,,2018-19773,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (18 day(s) )",while assigned to the 6th precinct said police officer did wrongfully consume an intoxicant to the extent that said police officer was unfit for duty.,True,False,False,False,2018
644,,2018-19073,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )","while on-duty, wrongfully transported an unauthorized civilian in a department vehicle.",False,False,True,False,2018
645,,2014-12464,GUILTY,VACATION DAYS (20 day(s) ),"while on-duty, left department vehicle unattended with the keys in the ignition.",False,False,True,False,2014
646,,2010-778,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (29 day(s) )","failed and neglected to follow the directed accident response program procedures, to wit: said police officer did fail to notify the communications section dispatcher when towing services were needed, as required.",False,False,True,False,2010
647,,2010-778,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (29 day(s) )",failed and neglected to prepare a police accident report.,False,False,True,False,2010
648,,2010-778,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (29 day(s) )",failed and neglected to properly prepare a police accident report.,False,False,True,False,2010
649,,2020-23003,GUILTY,"DEDUCTION OF PENSIONABLE TIME, DISMISSAL PROBATION (12 month(s) ), SERVICE RETIREMENT, VACATION DAYS (90 day(s) )",improperly used department property/resources/equipment (vehicle),False,False,True,False,2020
650,,2018-18745,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (35 day(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (15 day(s) )",operated a motor vehicle while his ability was impaired by an intoxicant.,True,False,False,False,2018
651,,2018-18745,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (35 day(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (15 day(s) )",refused to submit to a breathalyzer test.,True,False,False,False,2018
652,,2018-18745,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (35 day(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (15 day(s) )","was involved in a motor vehicle accident, causing property damage.",False,False,True,False,2018
653,,2018-18745,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (35 day(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, operated a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2018
654,,2014-11860,GUILTY,VACATION DAYS (20 day(s) ),"while off-duty, wrongfully utilized a department vehicle and ez-pass for personal reasons unrelated to the official business of the department or the city of new york.",False,False,True,False,2014
655,,2014-11860,GUILTY,VACATION DAYS (20 day(s) ),"while on-duty, wrongfully utilized a department vehicle and ez-pass for personal reasons unrelated to the official business of the department or the city of new york.",False,False,True,False,2014
656,,2017-17371,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )",refused to submit to a breathalyzer test to determine his blood alcohol concentration.,True,False,False,False,2017
657,,2017-17371,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )",was involved in a vehicle collision that caused property damage.,False,False,True,False,2017
658,,2017-17371,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, wrongfully operated a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2017
659,,2017-17371,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )",wrongfully left the scene of a vehicle accident.,False,False,True,False,2017
660,,2017-17371,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )",wrongfully operated a motor vehicle while his ability was impaired by the consumption of alcohol.,True,False,False,False,2017
661,,2014-11374,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (45 day(s) )","while on-duty, did improperly conduct a car stop of a person known to the department who was operating a vehicle belonging to his son.",False,False,True,False,2014
662,,2014-11374,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (45 day(s) )","while on-duty, did use his personal vehicle to conduct department business without prior authorization.",False,False,True,False,2014
663,,2017-17223,GUILTY,VACATION DAYS (20 day(s) ),"while on-duty, wrongfully displayed her department restricted parking plaque while parked illegally",False,True,False,False,2017
664,,2017-17223,GUILTY,VACATION DAYS (20 day(s) ),"while on-duty, wrongfully obscured and/or covered her vehicle's license plate in order to evade red light and speed cameras",False,False,True,False,2017
665,,2010-2897,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (45 day(s) )",was involved in an off-duty incident failed and neglected to report said incident in a timely fashion to the operations unit,False,False,True,False,2010
666,,2010-2897,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (45 day(s) )",while offduty recklessly drove motor vehicle 110mph in a 45mph construction zone,False,False,True,False,2010
667,,2010-770,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (45 day(s) )","failed and neglected to report her involvment in the above off-duty incident in a timely fashion to the desk officer at the precinct of occurence, as required.",False,False,True,False,2010
668,,2019-20358,GUILTY,"DEDUCTION OF PENSIONABLE TIME, FORFEITURE OF TIME/LEAVE BALANCES, RESTITUTION ($343), VACATION DAYS (20 day(s) )","on approximately four (4) occasions, while on-duty operated a department vehicle with its turret lights activated without police necessity.",False,False,True,False,2019
669,,2019-20358,GUILTY,"DEDUCTION OF PENSIONABLE TIME, FORFEITURE OF TIME/LEAVE BALANCES, RESTITUTION ($343), VACATION DAYS (20 day(s) )","on approximately six (6) occasions, wrongfully conducted personal business and wrongfully used department equipment, to wit: a department vehicle, for a non-department purpose or non-city purpose during his scheduled tour.",False,False,True,False,2019
670,,2017-17211,GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) )",said police officer operated a motor vehicle in a reckless manner,False,False,True,False,2017
